"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q200697","","1155755","غلغت-بلتستان","গিলগিত-বালতিস্তান","Gilgit-Baltistan","Gilgit-Baltistan","Gilgit-Baltistán","Gilgit-Baltistan","Γκιλγκίτ-Μπαλτιστάν","गिलगित-बाल्तिस्तान","","Gilgit–Baltistan","Gilgit-Baltistan","ギルギット・バルティスタン州","길기트발티스탄","Gilgit-Baltistan","Gilgit-Baltistan","Gilgit-Baltistão","Гилгит-Балтистан","Gilgit-Baltistan","Gilgit-Baltistan","Gilgit-Baltistan","吉尔吉特-巴尔蒂斯坦"
"Q336494","","","أبيي","","Abyei","Abyei","Abyei","Abiyé","","","","","Abyei","アビエイ","아비에이","Abyei","","Abyei","Абьей","Abyei","","","阿卜耶伊"
"Q230830","","","أكساي تشين","আকসাই চীন","Aksai Chin","Aksai Chin","Aksai Chin","Aksai Chin","Ακσάι Τσιν","अक्साई चिन","","Aksai Chin","Aksai Chin","アクサイチン","아커사이친","Aksai Chin","Aksai Chin","Aksai Chin","Аксайчин","Aksai Chin","Aksai Çin","Aksai Chin","阿克赛钦"
"Q333946","","","نهر سياتشن الجليدي","সিয়াচেন হিমবাহ","Siachen-Gletscher","Siachen Glacier","Glaciar de Siachen","Glacier de Siachen","Παγετώνας Σιατσέν","सियाचीन","Siachen-gleccser","Siachen Glacier","ghiacciaio Siachen","シアチェン氷河","시아첸 빙하","Siachengletsjer","Lodowiec Siachen","Glaciar de Siachen","Сиачен","Siachen Glaciären","Siachen Buzulu","Sông băng Siachen","锡亚琴冰川"
"Q605714","","","حوض دونيتس","","Donezbecken","Donbass","Cuenca Donéts","Donbass","Ντονμπάς","","","Donbas","Bacino del Donec","ドンバス","돈바스","Donetsbekken","Donieckie Zagłębie Węglowe","Bacia Donets","Донбасс","Donetsbäckenet","Donets Havzası","Donbas","顿巴斯"
"Q1819167","","","","","Shaksgam-Tal","Trans-Karakoram Tract","Valle Shaksgam","Vallée de Shaksgam","","ट्रांस काराकोरम ट्रैक्ट","","","Shaksgam","トランス・カラコルム地域","카라코람 회랑","Shaksgam","","Vale de Shaksgam","Долина Шаксгама","","","","沙克思干谷地"
"Q1057797","","","","","","Demchok","","","","डेमचोक","","","","デムチョク","","Demchok","Demchok","","Демчок","","","","巴里加斯"
"Q907112","","505153","ترانسنيستريا","ট্রান্সনিস্ত্রিয়া","Transnistrien","Pridnestrovian Moldavian Republic","Transnistria","Transnistrie","Υπερδνειστερία","ट्रांसनिस्त्रिया","Dnyeszter Menti Köztársaság","Transnistria","Transnistria","沿ドニエストル共和国","트란스니스트리아","Transnistrië","Naddniestrze","Transnístria","Приднестровская Молдавская Республика","Transnistrien","Transdinyester","Transnistria","德涅斯特河沿岸"
"Q973527","","","","","Ilemi-Dreieck","Ilemi Triangle","Triángulo de Ilemi","Triangle d'Ilemi","","इलेमी त्रिकोण","","","Triangolo di Ilemi","イレミ・トライアングル","일레미 삼각지구","Ilemi-driehoek","Trójkąt Ilemi","Triângulo de Ilemi","Треугольник Илеми","","","",""
"Q5671580","","","","","","Tigri Area","Región de Tigri","","","","","","","チグリ地域","","Tigri-gebied","","Região de Tigri","","","","",""
