"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q6176576","","","","","","Jejuí Guazú River","Río Jejuí Guazú","","","","","","","","","","","Rio Jejuí","","","","",""
"Q2717631","","","ريو إفاي","","","Ivaí River","Río Ivaí","Rio Ivaí","","","","","Rio Ivaí","","","Ivaí River","","Rio Ivaí","","","","",""
"Q1183037","","","","","","Taquari River","Río Taquari","Rio Taquari","","","","","","","","","","Rio Taquari","","","","",""
"Q1535066","","","","","South Nahanni River","South Nahanni River","South Nahanni","rivière Nahanni Sud","","नाहानी नदी","","","","サウスナハニ川","","South Nahanni River","South Nahanni River","","Саут-Наханни","South Nahanni River","","",""
"Q23736888","","","","","","","","","","","","","","","","","","","","Río Salinas","","",""
"Q21791781","","","","","","","","","","","","","","","","","","","","Río Verde","","",""
"Q21831499","","","","","","","","","","","","","","","","Río Tercero","","","","Río Tercero","","",""
"Q12282935","","","","","Keele River","Keele River","","","","","","","","キール川","","Keele River","","","","Keele River","","",""
"Q4699515","","","","","","Ajajú River","","","","","","","","","","","Ajajú","","","Río Ajajú","","",""
"Q3312383","","","","","","Gamtoos River","Río Gamtoos","Gamtoos","","","","","Gamtoos","","","Gamtoos River","Gamtoos","Rio Gamtoos","","Gamtoos","","",""
"Q474602","","","","","Río Gallegos","Gallegos River","Río Gallegos","Río Gallegos","","","","","","","","","","","Гальегос","Río Gallegos","","",""
"Q576337","","","","","Vorma","Vorma","Río Vorma","Vorma","","","","","","","","Vorma","","","Ворма","Vorma","","",""
"Q1553790","","","","","Miramichi River","Miramichi River","","rivière Miramichi","","","","","","ミラミシ川","","Miramichi River","","","Мирамиши","Miramichi River","","",""
"Q1288341","","","","","Rio Miranda","Miranda River","Río Miranda","Rio Miranda","","","","","","","","","","Rio Miranda","","Rio Miranda","","",""
"Q1016767","","","نهر بورنيت","","Burnett River","Burnett River","","Burnett River","","","","","","","","Burnett River","","","","Burnett","","",""
"Q71996","","","","","Rivière Harricana","Harricana River","Río Harricana","rivière Harricana","","","","","Harricana","","","Harricana River","Harricana","","Харрикана","Rivière Harricana","","",""
"Q639478","","","","","Rio Javaés","Javaés River","","","","","","","","","","","","Rio Javaés","","Rio Javaés","","",""
"Q123317","","","نهر ماكنتاير","","Macintyre River","Macintyre River","","Macintyre River","","","","","","","","Macintyre River","","","","Barwon River","","",""
"Q59480","","","","","Missinaibi River","Missinaibi River","Missinaibi","rivière Missinaibi","","","","","","ミシナイビ川","","Missinaibi River","","Rio Missinaibi","Миссинайби","Missinaibi River","","",""
"Q82812","","","","","Suchona","Sukhona River","Río Sújona","Soukhona","","","Szuhona","","Suchona","スホナ川","","Soechona","Suchona","","Сухона","","","","蘇霍納河"
"Q185839","","","","","Marcha","Markha River","Río Marja","Markha","","","Márha","","Marcha","","","Marcha","Marcha","","Марха","","","","馬爾哈河"
"Q23145","","","سغري","","Segre","Segre","Segre","Sègre","Σέγρε","","Segre","","Segre","セグラ川","","Segre","Segre","Rio Segre","Сегре","","","","塞格雷河"
"Q180558","","","","","Bafing","Bafing River","Río Bafing","Bafing","","","Bafing","","Bafing","バフィン川","","Bafing","Bafing","","","","","","巴芬河"
"Q8175","","","","","Ussa","Usa River","Usá","Oussa","","","Usza","","Usa","","","Oesa","Usa","","Уса","","","","烏薩河"
"Q8212","","","","","Pinega","Pinega River","Pinega","Pinega","","","Pinyega","","Pinega","","","Pinega","Pinega","","Пинега","","","","皮涅加河"
"Q14554","","","","","Rio Miño","Minho River","Miño","Minho","","","Miño","","Miño","ミーニョ川","미뉴 강","Miño","Miño","Rio Minho","Миньо","","","","米尼奧河"
"Q552","","","الأودر","ওডার নদী","Oder","Oder","Óder","Oder","Όντερ","","Odera","Sungai Oder","Oder","オーデル川","오데르 강","Oder","Odra","Rio Oder","Одра","Oder","Oder Nehri","Oder","奧得河"
"Q213975","","","","","Drin","Drin","Río Drin","Drin","","","Drin","","Drin","ドリン川","드린 강","Drin","Drin","Rio Drin","Дрин","Drini","Drin","","德林河"
"Q217954","","","","","Zna","Tsna River","Río Tsna","Tsna","","","","","Cna","","츠나 강","Tsna","","","Цна","","","","茨納河"
"Q217818","","","آيسل","","IJssel","IJssel","Río IJssel","IJssel","","","","Sungai IJssel","IJssel","アイセル川","에이설 강","IJssel","IJssel","Rio Issel","Эйссел","Ĳssel","","","艾瑟尔河"
"Q584","","","راين","রাইন নদী","Rhein","Rhine","Rhin","Rhin","Ρήνος","राइन नदी","Rajna","Rhein","Reno","ライン川","라인 강","Rijn","Ren","Rio Reno","Рейн","Rhen","Ren Nehri","Rhine","莱茵河"
"Q588242","","","","","Tura","Tura River","Río Turá","Toura","","","Tura","","Tura","トゥラ川","투라 강","Toera","Tura","","Тура","Tura","","","圖拉河"
"Q372490","","","","","Buna","Bojana","Río Bojana","Bojana","Μπούνα","","Buna","","Boiana","","","Bojana","Buna","","Буна","Bunafloden","","","布纳河"
"Q973","","","أوبي","ওব নদী","Ob","Ob","Obi","Ob","Ομπ","ओब नदी","Ob","Sungai Ob","Ob'","オビ川","오비 강","Ob","Ob","Rio Ob","Обь","Ob","Obi Nehri","Sông Obi","鄂畢河"
"Q612112","","","","","Penschina","Penzhina River","Río Pénzhina","Penjina","","","Penzsina","","Penžina","ペンジナ川","","Penzjina","Penżyna","","Пенжина","","","","品仁納河"
"Q671890","","","نهر تيفيرتسا","","Twerza","Tvertsa River","Tvertsá","Tvertsa","","","","","Tverca","トヴェルツァ川","","Tvertsa","Twerca","","Тверца","","","","特維爾察河"
"Q675028","","","","","Dora Baltea","Dora Baltea","Río Dora Baltea","Doire baltée","","","Dora Baltea","","Dora Baltea","ドーラ・バルテア川","","Dora Baltea","Dora Baltea","Rio Dora Baltea","Дора-Бальтеа","","","","多拉巴爾泰河"
"Q651903","","","","","Sungai Baram","Baram River","","","","","","","","バラム川","","","","","","","","","峇南河"
"Q715373","","","","","Muling He","Muling River","Río Muling","Muling He","","","","","","","","Muling River","Muling He","","Мулинхэ","Muling He","","","穆棱河"
"Q738986","","","","","Seim","Seym River","Seim","Seïm","","","","","Sejm","セイム川","세임 강","Sejm","Sejm","","Сейм","Sejm","Seym Nehri","","謝伊姆河"
"Q726693","","","","","Ialomița","Ialomița River","Río Ialomița","Ialomița","Ιαλομίτσα","","Ialomița","","Ialomița","","","Ialomița","Jałomica","Rio Ialomiţa","Яломица","Ialomiţa","Ialomița Nehri","","雅洛米察河"
"Q817337","","","","","Río Negro","Río Negro","Río Negro","Río Negro","Ρίο Νέγρο","रियो नेग्रो","","","Río Negro","ネグロ川","네그로 강","Río Negro","Río Negro","Rio Negro","Рио-Негро","Río Negro","","","內格羅河"
"Q1471","","","السين","সেন নদী","Seine","Seine","Sena","Seine","Σηκουάνας","सेन","Szajna","Sungai Seine","Senna","セーヌ川","센 강","Seine","Sekwana","Rio Sena","Сена","Seine","Sen Nehri","Sông Seine","塞纳河"
"Q1497","","","نهر مسيسيبي","মিসিসিপি নদী","Mississippi","Mississippi River","Río Misisipi","Mississippi","Ποταμός Μισσισσιππής","मिसिसिप्पी नदी","Mississippi","Sungai Mississippi","Mississippi","ミシシッピ川","미시시피 강","Mississippi","Missisipi","Rio Mississippi","Миссисипи","Mississippifloden","Mississippi Nehri","Sông Mississippi","密西西比河"
"Q974630","","","","","Bytantai","Bytantay","","","","","","","Bytantaj","","","Bitantay","Bytantaj","","Бытантай","","","","貝坦泰河"
"Q853332","","","","কাউকা নদী","Río Cauca","Cauca River","Río Cauca","Río Cauca","","","Cauca","","Cauca","カウカ川","카우카 강","Cauca","Cauca","Rio Cauca","Каука","Caucafloden","","","考卡河"
"Q841550","","","أوفانتو","","","Ofanto","Ofanto","Ofanto","","","Ofanto","","Ofanto","オファント川","","Ofanto","","Rio Ofanto","Офанто","Ofanto","","","奥凡托河"
"Q1644","","","إلبه","","Elbe","Elbe","río Elba","Elbe","Έλβας","","Elba","Elbe","Elba","エルベ川","엘베 강","Elbe","Łaba","Rio Elba","Эльба","Elbe","Elbe Nehri","Elbe","易北河"
"Q1043774","","","","","","Mei River","","fleuve Mei","","","","","","梅江","매강","","","","Мэйцзян","","","","梅江"
"Q1032656","","","","","","Rapel River","Río Rapel","Río Rapel","","","","","","ラペル川","","","","","Рапель","","","","拉佩爾河"
"Q1065265","","","","","Wym","Vym River","Río Vim","Vym","","","Vim","","Vym'","","빔 강","Vim","","","Вымь","","","","維米河"
"Q1074898","","","","","Tschara","Chara River","Tchara","Tchara","","","Csara","","Čara","","차라 강","Tsjara","Czara","","Чара","","","","恰拉河"
"Q1106820","","","","","Wami","Wami River","Río Wami","Wami","","","","","","","","","","","","","","","瓦米河"
"Q3047","","","","","Saskatchewan River","Saskatchewan River","Río Saskatchewan","rivière Saskatchewan","","","Saskatchewan","","Saskatchewan","サスカチュワン川","서스캐처원 강","Saskatchewan","Saskatchewan","Rio Saskatchewan","Саскачеван","Saskatchewan River","","","萨斯喀彻温河"
"Q2237","","","","","North Saskatchewan River","North Saskatchewan River","Río Saskatchewan Norte","rivière Saskatchewan Nord","","","","","North Saskatchewan","ノースサスカチュワン川","노스서스캐처원 강","North Saskatchewan","Saskatchewan Północny","Rio North Saskatchewan","Норт-Саскачеван","North Saskatchewan River","","","北萨斯喀彻温河"
"Q1143852","","","ليك","","Lek","Lek","","Lek","","","","","Lek","レック川","렉 강","Lek","Lek","Rio Lek","Лек","Lek","","","莱克河"
"Q1137387","","","نهر سوان","","Swan River","Swan River","Río Swan","Swan","","","Swan-folyó","","Swan","スワン川","스완 강","Swan","Rzeka Łabędzia","Rio Swan","Суон","Swan River","","","斯旺河"
"Q1139679","","","","","Usumacinta","Usumacinta River","Usumacinta","Río Usumacinta","","","Usumacinta","","Usumacinta","ウスマシンタ川","","Usumacinta","Usumacinta","Rio Usumacinta","Усумасинта","Usumacinta","","","乌苏马辛塔河"
"Q3569","","","نهر السنغال","","Senegal","Senegal river","Río Senegal","Sénégal","Σενεγάλης","","Szenegál","Sungai Senegal","Senegal","セネガル川","세네갈 강","Sénégal","Senegal","Rio Senegal","Сенегал","Senegalfloden","Sénégal Nehri","Sông Sénégal","塞内加尔河"
"Q8168","","","نهر بيشورا","পেচোরা নদী","Petschora","Pechora River","Pechora","Petchora","Πετσόρα","","Pecsora","Sungai Pechora","Pečora","ペチョラ川","페초라 강","Petsjora","Peczora","Rio Pechora","Печора","Petjora","Peçora Nehri","Sông Pechora","伯朝拉河"
"Q1147118","","","","","Scheksna","Sheksna","Río Sheksná","Cheksna","","","","","Šeksna","シェクスナ川","","Sjeksna","Szeksna","","Шексна","Sjeksna","","","舍克斯納河"
"Q1146608","","","وادي ملوية","","Moulouya","Moulouya River","Río Muluya","Moulouya","","","Moulouya","Sungai Moulouya","Moulouya","ムルヤ川","물루야 강","Moulouya","Wadi Muluja","Rio Moulouya","Мулуя","Moulouya","","","穆盧耶河"
"Q1191116","","","","","Woronja","Voronya River","","Voronia","","","","","","","보로냐 강","Voronja","Wronia","","Воронья","Voronja","","","沃羅尼亞河"
"Q1192771","","","","","Tuo Jiang","Tuo River","Río Tuo","","","","","","Tuo he","沱江","타강","Tuo River","","","Тоцзян","Tuo Jiang","","","沱江"
"Q8187","","","نهر دفينا الشمالي","উত্তর ভিনা","Nördliche Dwina","Northern Dvina River","Dviná Septentrional","Dvina septentrionale","Ντβινά","","Északi-Dvina","","Dvina Settentrionale","北ドヴィナ川","세베르나야드비나 강","Noordelijke Dvina","Dwina","Rio Duína do Norte","Северная Двина","Norra Dvina","Kuzey Dvina Nehri","Bắc Dvina","北德维纳河"
"Q1266978","","","","","Oschogina","Ozhogina River","","","","","Ozsogina","","Ožogina","","","Ozjogina","Ożogina","","Ожогина","","","","奧若吉納河"
"Q1418174","","","نهر سون","","Son","Son River","Río Son","Son","","सोन नदी","","","","ソーン川","","","Son","","Сон","Sonfloden","","","松河"
"Q1334522","","","","","Betwa","Betwa River","Río Betwa","Betwâ","","बेतवा नदी","","","","","베트와 강","Betwa","","","","Betva","","","貝特瓦河"
"Q10965","","","أبرة","","Ebro","Ebro","Ebro","Èbre","Έβρος","","Ebro","Ebro","Ebro","エブロ川","에브로 강","Ebro","Ebro","Rio Ebro","Эбро","Ebro","Ebro","Ebro","埃布羅河"
"Q8319","","","نهر أركنساس","আরকানস’ নদী","Arkansas River","Arkansas River","Arkansas","Arkansas","Αρκάνσας","अरकंसास नदी","Arkansas","","Arkansas","アーカンザス川","아칸소 강","Arkansas","Arkansas","Rio Arkansas","Арканзас","Arkansas River","","Sông Arkansas","阿肯色河"
"Q14290","","","","","Río Vaupés","Vaupés River","Vaupés","Río Vaupés","","","","","Rio Vaupés","バウペス川","바우페스 강","Vaupés River","Río Vaupés","Rio Uaupés","","Río Vaupés","","Sông Vaupés","沃佩斯河"
"Q26076","","","نهر إيراوادي","","Irrawaddy","Irrawaddy River","Irawadi","Irrawaddy","","इरावती नदी","Iravádi","Sungai Irrawaddy","Irrawaddy","エーヤワディー川","이라와디 강","Irrawaddy","Irawadi","Rio Irauádi","Иравади","Irrawaddy","İravadi Nehri","Sông Ayeyarwaddy","伊洛瓦底江"
"Q31379","","","","","La Grande Rivière","La Grande River","Río La Grande","la Grande Rivière","","","","","","ラグランデ川","","La Grande","La Grande Rivière","","Ла-Гранд","La Grande Rivière","","","拉格朗德河"
"Q26422","","","نهر سالوين","","Saluen","Salween River","Río Salween","Salouen","","सालवीन नदी","","Sungai Salween","Saluen","サルウィン川","살윈 강","Salween","Saluin","Rio Salween","Салуин","Salween","Saluen","Sông Thanlwin","怒江"
"Q35591","","","دجلة","দজলা","Tigris","Tigris","Tigris","Tigre","Τίγρης ποταμός","दजला नदी","Tigris","Sungai Tigris","Tigri","チグリス川","티그리스 강","Tigris","Tygrys","Rio Tigre","Тигр","Tigris","Dicle Nehri","Tigris","底格里斯河"
"Q1431174","","","","","Unscha","Unzha River","Río Unzha","Ounja","","","Unzsa","","Unža","ウンジャ川","","Oenzja","","Rio Unzha","Унжа","","","","溫扎河"
"Q1472009","","","","","Río Neuquén","Neuquén River","Neuquén","Río Neuquén","","","","Sungai Neuquén","","ネウケン川","","Neuquén","Neuquén","","Неукен","Río Neuquén","","","內烏肯河"
"Q1431323","","","","","Kennebec River","Kennebec River","Río Kennebec","Kennebec","Ποταμός Κένεμπεκ","","","","Kennebec","ケネベック川","","Kennebec","","Rio Kennebec","Кеннебек","Kennebecfloden","","","肯尼贝克河"
"Q1436100","","","","","Rio Aripuanã","Aripuanã River","Río Aripuanã","Rio Aripuanã","","","","","","","","","","Rio Aripuanã","","Rio Aripuanã","","","阿里普阿南河"
"Q1784612","","","","","Selennjach","Selennyakh River","","","","","Szelennyah","","Selennjach","","","Selennjach","Selenniach","","Селеннях","","","","謝連尼亞赫河"
"Q2064454","","","","","Ramu","Ramu","","Ramu","","","","","","ラム川","","Ramu","Ramu","","Раму","","","","拉穆河"
"Q2092571","","","","","Stikine River","Stikine River","Stikine","Stikine","","","Stikine-folyó","","Stikine","スティキーン川","","Stikine River","","","Стикин","Stikinefloden","","","史堤金河"
"Q41983","","","نهر المارن","","Marne","Marne","Marne","Marne","Μαρν","","Marne","","Marna","マルヌ川","마른 강","Marne","Marna","Rio Marne","Марна","Marne","Marne Nehri","Sông Marne","马恩河"
"Q40855","","","دنيبر","","Dnepr","Dnieper River","Río Dniéper","Dniepr","Δνείπερος","नीपर","Dnyeper","Sungai Dnieper","Dnepr","ドニエプル川","드네프르 강","Dnjepr","Dniepr","Rio Dniepre","Днепр","Dnepr","Dinyeper","Sông Dnepr","第聂伯河"
"Q46841","","","نهر لينا","লেনা নদী","Lena","Lena River","Lena","Léna","Λένας ποταμός","लेना नदी","Léna","Sungai Lena","Lena","レナ川","레나 강","Lena","Lena","Rio Lena","Лена","Lena","Lena Nehri","Sông Lena","勒拿河"
"Q2380766","","","","","","Qiemo River","Río Qiemo","","","","","","","","","","Czerczen-daria","","Черчен","Qarqan He","Çerçen Nehri","","车尔臣河"
"Q2116568","","","نهر بنجوي","","Pungwe","Pungwe River","","Pungue","","","","","","","","","","Rio Púnguè","Пунгве","","","","蓬圭河"
"Q3132188","","","","","","Chico River","Río Chico de Santa Cruz","Río Chico","","","","","","","","Chico River","Chico","","","","","","奇科河"
"Q2611819","","","","","Río Carcarañá","Carcarañá River","Río Carcarañá","Río Carcarañá","","","","","","","","","","","Каркаранья","Río Carcarañá","","","卡爾卡拉尼亞河"
"Q3179125","","","","","","Pibor River","Río Pibor","Pibor","","","","","","","","","","Rio Pibor","Пибор","River Pibor","","","皮博爾河"
"Q2341287","","","","","","Ying River","","","","","","","","","","","","","Инхэ","Yingfloden","","","潁河"
"Q55499","","","نهر تومين","","Tumen","Tumen River","Tumen","Tumen","","तूमन नदी","Tumen","Sungai Tumen","Tumen","豆満江","두만강","Tumen","Tumen","Rio Tumen","Туманная","Tumenfloden","Tumen Nehri","Sông Đồ Môn","图们江"
"Q7885257","","","","","","Unini River","Río Unini","","","","","","","","","","","","","","","","卡拉比納尼河"
"Q7821148","","","","","","Tongtian River","","","","","","","","","","","","","","","","","通天河"
"Q4788899","","","","","","Kangen River","","","","","","","","","","","","","","","","","坎根河"
"Q3182712","","","","","","Kaladan River","","Kaladan","","","","","","カラダン川","","","","Rio Kaladan","","","","","加叻丹河"
"Q10944123","","","","","","","","","","","","","","","","","","","Дзечу","Zi Qu","","","子曲"
"Q5925353","","","","","","Huan River","","rivière Huan","","","","","","","","","","","","Huanfloden","","","洹河"
"Q3334104","","","","","","N'Mai River","","N'Mai","","","","","","ンマイ川","","","","","","Nmai Hka","","","独龙江"
"Q78879","","","نهر كوليما","কোলিমা নদী","Kolyma","Kolyma River","Kolymá","Kolyma","","","Kolima","Sungai Kolyma","Kolyma","コリマ川","콜리마 강","Kolyma","Kołyma","Rio Kolyma","Колыма","Kolymafloden","Kolima Nehri","Kolyma","科雷馬河"
"Q78707","","","نهر ينسي","ইয়েনিসেই নদী","Jenissei","Yenisei","Río Yeniséi","Ienisseï","Γενισέι","येनिसेय नदी","Jenyiszej","Sungai Yenisei","Enisej","エニセイ川","예니세이 강","Jenisej","Jenisej","Rio Ienissei","Енисей","Jenisej","Yenisey Irmağı","Enisei","葉尼塞河"
"Q13203321","","","","","Großer Jugan","Bolshoy Yugan River","Río Bolshói Yugán","Grande Iougan","","","Nagy-Jugan","","Bol'šoj Jugan","","","Bolsjoy Jugan","Bolszoj Jugan","","Большой Юган","","","","大尤甘河"
"Q15890775","","","","","","","","","","","","","","訥謨爾河","","","","","Нэмэр","","","","讷谟尔河"
"Q15277375","","","","","","Shishged River","","","","","","","","","","","","","","","","","希希黑德河"
"Q80240","","","نهر الأورال","ইউরাল নদী","Ural","Ural River","Ural","Oural","Ποταμός Ουράλης","यूराल नदी","Urál","Sungai Ural","Ural","ウラル川","우랄 강","Oeral","Ural","Rio Ural","Урал","Uralfloden","Ural Nehri","Sông Ural","乌拉尔河"
"Q156054","","","نهر توكانتين","","Rio Tocantins","Tocantins River","Río Tocantins","Rio Tocantins","","","","","Tocantins","トカンチンス川","토칸칭스 강","Tocantins","Tocantins","Rio Tocantins","Токантинс","Tocantins","Tocantins Nehri","Sông Tocantins","托坎廷斯河"
"Q142148","","","نهر ساو فرانسيسكو","","Rio São Francisco","São Francisco River","Río São Francisco","Rio São Francisco","","","","Sungai São Francisco","São Francisco","サン・フランシスコ川","상프란시스쿠 강","São Francisco","São Francisco","Rio São Francisco","Сан-Франсиску","São Francisco","São Francisco Nehri","Sông São Francisco","聖弗朗西斯科河"
"Q131574","","","فلتافا","","Moldau","Vltava","Moldava","Vltava","Μολδάβας","","Moldva","Sungai Vltava","Moldava","ヴルタヴァ川","블타바 강","Moldau","Wełtawa","Rio Moldava","Влтава","Vltava","Vltava","Vltava","伏尔塔瓦河"
"Q160636","","","ريو غراندي","রিও গ্র্যান্ড নদী","Rio Grande","Rio Grande","Río Bravo","Río Grande","Ρίο Γκράντε","","Rio Grande","Rio Grande","Rio Grande","リオ・グランデ川","리오그란데 강","Rio Grande","Rio Grande","Rio Grande","Рио-Гранде","Rio Grande","Rio Grande","Rio Grande","格蘭德河"
"Q191829","","","نهر ماجدالينا","মাগদালেনা নদী","Río Magdalena","Magdalena River","Río Magdalena","Río Magdalena","Μαγδαλένα","","Magdalena","","Magdalena","マグダレナ川","마그달레나 강","Magdalena","Magdalena","Rio Magdalena","Магдалена","Magdalenafloden","Magdalena Nehri","Sông Magdalena","马格达莱纳河"
"Q171847","","","","আরাগুয়াইয়া নদী","Rio Araguaia","Araguaia River","Río Araguaia","Rio Araguaia","Αραγκουάια","","","","Araguaia","アラグアイア川","아라과이아 강","Araguaia","Araguaia","Rio Araguaia","Арагуая","Rio Araguaia","","Sông Araguaia","阿拉瓜亚河"
"Q192157","","","نهر بيلايا","","Belaja","Belaya River","Río Bélaya","Belaïa","Ποταμός Μπελάγια","","Belaja","","Belaja","ベラヤ川","벨라야 강","Belaja","Biała","Rio Belaya","Белая","Belaja","Ağizel Nehri","Sông Belaya","別拉亞河"
"Q191832","","","","","Aldan","Aldan River","Río Aldán","Aldan","","","Aldan","","Aldan","アルダン川","알단 강","Aldan","Ałdan","Rio Aldan","Алдан","Aldan","","Sông Aldan","阿爾丹河"
"Q192495","","","","","Wjatka","Vyatka River","Río Viatka","Viatka","","","Vjatka","","Vjatka","ヴャトカ川","","Vjatka","Wiatka","Rio Vyatka","Вятка","Vjatka","","","維亞特卡河"
"Q200952","","","نهر أوكايالي","উকায়ালি নদী","Ucayali","Ucayali River","Ucayali","Ucayali","","","","","Ucayali","ウカヤリ川","우카얄리 강","Ucayali","Ukajali","Ucayali","Укаяли","Ucayali","","Sông Ucayali","烏卡亞利河"
"Q204806","","","نهر بنوي","","Benue","Benue","Río Benue","Bénoué","","","Benue","","Benue","ベヌエ川","베누에 강","Benue","Benue","Rio Benue","Бенуэ","Benue","Benue","Sông Benue","貝努埃河"
"Q216171","","","فال","","Waal","Waal","Waal","Waal","","","Waal","","Waal","ワール川","발 강","Waal","Waal","Rio Waal","Вал","Waal","","","瓦尔"
"Q215653","","","","","Tarn","Tarn","Tarn","Tarn","Ταρν","","Tarn","","Tarn","タルン川","","Tarn","Tarn","Rio Tarn","Тарн","Tarn","","","塔恩河"
"Q209530","","","","","Vaal","Vaal River","Río Vaal","Vaal","Βάαλ","वाल नदी","Vaal","","Vaal","バール川","","Vaalrivier","Vaal","Rio Vaal","Вааль","Vaal","","Vaal","瓦爾河"
"Q317899","","","نهر رافي","","Ravi","Ravi River","Río Ravi","Ravi","Υδραώτης","रावी नदी","","","Ravi","ラーヴィー川","라비 강","Ravi","Ravi","Rio Ravi","Рави","Ravi","","Sông Ravi","拉維河"
"Q272074","","","","","Snake River","Snake River","Río Snake","Snake","","","","","Snake","スネーク川","스네이크 강","Snake","Snake","Rio Snake","Снейк","Snake River","","Sông Snake","斯内克河"
"Q511067","","","","","Wassjugan","Vasyugan River","Río Vasiugán","Vassiougan","","","Vaszjugan","","Vasjugan","ヴァシュガン川","","Vasjoegan","Wasiugan","","Васюган","","","Vasyugan","瓦休甘河"
"Q641020","","","","","Cherlen","Kherlen River","Río Kerulen","Kerülen","","","Kerülen","","Hėrlėn","ヘルレン川","케룰렌 강","Kherlen River","Kerulen","","Керулен","Cherlen","","Sông Kherlen","克鲁伦河"
"Q615328","","","","","","Hongshui River","Río Hongshui","Hongshui","","","","","","","","","","","Хуншуйхэ","Hongshui He","","Sông Hồng Thủy","红水河"
"Q776155","","","","","Rio Paranaíba","Paranaíba River","Río Paranaíba","Rio Paranaíba","","","","","Paranaíba","","","Paranaíba","Paranaiba","Rio Paranaíba","Паранаиба","Rio Paranaíba","","","巴拉那伊巴河"
"Q754718","","","","","Durance","Durance","Durance","Durance","","","Durance","","Durance","デュランス川","","Durance","Durance","Rio Durance","Дюранс","Durance","","","迪朗斯河"
"Q659546","","","","","Vienne","Vienne","Río Vienne","Vienne","Βιέν","","Vienne","","Vienne","ヴィエンヌ川","","Vienne","Vienne","Rio Vienne","Вьенна","Vienne","","","維埃納河"
"Q745263","","","","","Teles Pires","Teles Pires","Río Teles Pires","Rio São Manuel","","","","","Teles Pires","テレスピレス川","","Teles Pires","","Rio São Manuel","Телис-Пирис","","","Teles Pires","特利斯皮里斯河"
"Q932253","","","","","","Jiulong Jiang","Río Jiulong","Jiulong","","","","","","九龍川","","Jiulongjiang","","","","Jiulong Jiang","","","九龙江"
"Q1074914","","","","","Utschur","Uchur River","Río Uchur","Outchour","","","Ucsur","","Učur","ウチュル川","우추르 강","Oetsjoer","Uczur","","Учур","","","Sông Uchur","烏丘爾河"
