"wd_id","status","variable","value_old","value_new"
"Q3307973","NEWvalue","name_es","","Punta Concepción"
"Q3307973","NEWvalue","name_fr","","Point Conception"
"Q3307973","NEWvalue","name_ja","","ポイント・コンセプション"
"Q3307973","NEWvalue","name_pt","","Point Conception"
"Q3307973","NEWvalue","name_zh","","康塞普申角"
"Q193401","NEWvalue","name_el","","Ακρωτήριο Κανάβεραλ"
"Q1020776","NEWvalue","name_ar","","كابو سان لوكاس"
"Q1020776","NEWvalue","name_bn","","কাবু সান লুকাস"
"Q1020776","NEWvalue","name_de","","Cabo San Lucas"
"Q1020776","NEWvalue","name_en","","Cabo San Lucas"
"Q1020776","NEWvalue","name_es","","Cabo San Lucas"
"Q1020776","NEWvalue","name_fr","","Cabo San Lucas"
"Q1020776","NEWvalue","name_el","","Κάβο Σαν Λούκας"
"Q1020776","NEWvalue","name_hi","","कबो सैन लुकस"
"Q1020776","NEWvalue","name_hu","","Cabo San Lucas"
"Q1020776","NEWvalue","name_id","","Cabo San Lucas"
"Q1020776","NEWvalue","name_it","","Cabo San Lucas"
"Q1020776","NEWvalue","name_ja","","サンルーカス岬"
"Q1020776","NEWvalue","name_ko","","카보산루카스"
"Q1020776","NEWvalue","name_nl","","Cabo San Lucas"
"Q1020776","NEWvalue","name_pl","","Cabo San Lucas"
"Q1020776","NEWvalue","name_pt","","Cabo San Lucas"
"Q1020776","NEWvalue","name_ru","","Кабо-Сан-Лукас"
"Q1020776","NEWvalue","name_sv","","Cabo San Lucas"
"Q1020776","NEWvalue","name_tr","","Cabo San Lucas"
"Q1020776","NEWvalue","name_vi","","Cabo San Lucas"
"Q1020776","NEWvalue","name_zh","","卡布聖盧卡斯"
"Q329422","NEWvalue","name_hu","","Robinson Crusoe sziget"
"Q987098","NEWvalue","name_de","","Punta Negra"
"Q987098","NEWvalue","name_en","","Punta Negra"
"Q987098","NEWvalue","name_es","","Punta Negra"
"Q987098","NEWvalue","name_fr","","Punta Negra"
"Q987098","NEWvalue","name_nl","","Punta Negra"
"Q194215","MODvalue","name_fr","Amsterdam","Île Amsterdam"
"Q194215","MODvalue","name_fr","Amsterdam","Île Amsterdam"
"Q152872","NEWvalue","name_pt","","Pirâmide de Ball"
"Q1034489","NEWvalue","name_hu","","Pálma-fok"
"Q752003","NEWvalue","name_de","","Pol der Unzugänglichkeit"
"Q752003","NEWvalue","name_en","","pole of inaccessibility"
"Q752003","NEWvalue","name_es","","Polo de inaccesibilidad"
"Q752003","NEWvalue","name_fr","","pôle d'inaccessibilité"
"Q752003","NEWvalue","name_hu","","Némó-pont"
"Q752003","NEWvalue","name_id","","Titik terpencil"
"Q752003","NEWvalue","name_it","","Polo dell'inaccessibilità"
"Q752003","NEWvalue","name_ja","","到達不能極"
"Q752003","NEWvalue","name_ko","","도달불능극"
"Q752003","NEWvalue","name_nl","","pool van ontoegankelijkheid"
"Q752003","NEWvalue","name_pl","","Biegun niedostępności"
"Q752003","NEWvalue","name_pt","","Polo de inacessibilidade"
"Q752003","NEWvalue","name_ru","","Полюс недоступности"
"Q752003","NEWvalue","name_sv","","Otillgänglighetspol"
"Q752003","NEWvalue","name_vi","","Cực bất khả tiếp cận"
"Q752003","NEWvalue","name_zh","","難抵極"
"Q1043682","NEWvalue","name_de","","magnetischer Südpol"
"Q1043682","NEWvalue","name_en","","South Magnetic Pole"
"Q1043682","NEWvalue","name_fr","","Pôle Sud magnétique"
"Q1043682","NEWvalue","name_it","","Polo Sud Magnetico"
"Q1043682","NEWvalue","name_ja","","南磁極"
"Q1043682","NEWvalue","name_ko","","자남극"
"Q1043682","NEWvalue","name_pt","","Polo sul magnético"
"Q1043682","NEWvalue","name_ru","","южный магнитный полюс"
"Q1043682","NEWvalue","name_sv","","Magnetiska sydpolen"
"Q1043682","NEWvalue","name_vi","","Cực Nam từ"
"Q1043682","NEWvalue","name_zh","","地磁南极"
"Q842763","NEWvalue","name_ar","","قطب شمالي مغناطيسي"
"Q842763","NEWvalue","name_de","","magnetischer Nordpol"
"Q842763","NEWvalue","name_en","","North Magnetic Pole"
"Q842763","NEWvalue","name_es","","Polo Norte magnético"
"Q842763","NEWvalue","name_fr","","Pôle Nord magnétique"
"Q842763","NEWvalue","name_el","","Μαγνητικός Βόρειος Πόλος"
"Q842763","NEWvalue","name_ja","","北磁極"
"Q842763","NEWvalue","name_ko","","자북극"
"Q842763","NEWvalue","name_nl","","magnetische noordpool"
"Q842763","NEWvalue","name_pt","","Polo norte magnético"
"Q842763","NEWvalue","name_ru","","Северный магнитный полюс"
"Q842763","NEWvalue","name_sv","","Magnetiska nordpolen"
"Q842763","NEWvalue","name_tr","","Manyetik Kuzey Kutbu"
"Q842763","NEWvalue","name_vi","","Cực Bắc từ"
"Q842763","NEWvalue","name_zh","","地磁北极"
