"wd_id","status","variable","value_old","value_new"
"Q1144905","NEWvalue","name_en","","Lake Pskov"
"Q125912","NEWvalue","name_el","","Λίμνη Κίβου"
"Q125211","NEWvalue","name_el","","Λίμνη Εδουάρδου"
"Q125211","NEWvalue","name_tr","","Edward Gölü"
"Q140712","NEWvalue","name_hi","","ताइहू झील"
"Q140712","NEWvalue","name_tr","","Tai Gölü"
"Q207690","NEWvalue","name_hi","","पोयांग झील"
"Q1535541","NEWvalue","name_pl","","Piasino"
"Q211425","NEWvalue","name_ko","","옐마렌 호"
"Q1324212","NEWvalue","name_ja","","トゥンバ湖"
"Q126982","NEWvalue","name_hi","","गलील सागर"
"Q1032254","NEWvalue","name_pl","","Banggong Co"
"Q1032254","NEWvalue","name_tr","","Pangong Gölü"
"Q49650","MODvalue","name_fr","Loch Ness‎","Loch Ness"
"Q1010056","NEWvalue","name_es","","Lago Bunyonyi"
"Q934857","NEWvalue","name_el","","Ελγκιγκιτγκίν"
"Q1115810","NEWvalue","name_it","","Lago Kronotskij"
"Q1786498","NEWvalue","name_fr","","lac Vivi"
"Q1540136","NEWvalue","name_ar","","خزان Gouin"
"Q280135","NEWvalue","name_de","","Arrow Lake"
"Q280135","NEWvalue","name_en","","Arrow Lakes"
"Q280135","NEWvalue","name_es","","Lagos Arrow"
"Q280135","NEWvalue","name_fr","","lacs Arrow"
"Q280135","NEWvalue","name_it","","Laghi Arrow"
"Q280135","NEWvalue","name_ja","","アロー湖"
"Q280135","NEWvalue","name_nl","","Arrow Lakes"
"Q280135","NEWvalue","name_pt","","Lago Arrow"
"Q280135","NEWvalue","name_de","","Arrow Lake"
"Q280135","NEWvalue","name_en","","Arrow Lakes"
"Q280135","NEWvalue","name_es","","Lagos Arrow"
"Q280135","NEWvalue","name_fr","","lacs Arrow"
"Q280135","NEWvalue","name_it","","Laghi Arrow"
"Q280135","NEWvalue","name_ja","","アロー湖"
"Q280135","NEWvalue","name_nl","","Arrow Lakes"
"Q280135","NEWvalue","name_pt","","Lago Arrow"
"Q16508570","NEWvalue","name_es","","Embalse de Toktogul"
"Q16508570","NEWvalue","name_ru","","Токтогульское водохранилище"
"Q11681443","NEWvalue","name_en","","embalse de Orellana"
"Q11681443","NEWvalue","name_pt","","Represa de Orellana"
"Q1309664","NEWvalue","name_ja","","グース湖"
"Q761535","NEWvalue","name_ar","","بحيرة بيراميد"
"Q5605","NEWvalue","name_de","","Frisches Haff"
"Q5605","NEWvalue","name_en","","Vistula Lagoon"
"Q5605","NEWvalue","name_es","","Laguna del Vístula"
"Q5605","NEWvalue","name_fr","","Lagune de la Vistule"
"Q5605","NEWvalue","name_it","","Laguna della Vistola"
"Q5605","NEWvalue","name_ja","","ヴィスワ潟"
"Q5605","NEWvalue","name_ko","","비스툴라 석호"
"Q5605","NEWvalue","name_nl","","Wislahaf"
"Q5605","NEWvalue","name_pl","","Zalew Wiślany"
"Q5605","NEWvalue","name_ru","","Калининградский залив"
"Q5605","NEWvalue","name_sv","","Frisches Haff"
"Q5605","NEWvalue","name_tr","","Vistül Lagünü"
"Q5605","NEWvalue","name_zh","","维斯图拉潟湖"
"Q1140471","NEWvalue","name_tr","","Te Anau Gölü"
"Q1140471","NEWvalue","name_tr","","Te Anau Gölü"
"Q917385","MODvalue","name_fr","Lake Benmore","lac Benmore"
