"wd_id","status","variable","value_old","value_new"
"Q214748","NEWvalue","name_ko","","예타 강"
"Q214748","NEWvalue","name_ko","","예타 강"
"Q541441","MODvalue","name_en","Trotuș River","Trotuș"
"Q922382","MODvalue","name_en","Küçükmenderes River","Küçükmenderes"
"Q3396347","MODvalue","name_de","River Swale","Swale"
"Q3396347","MODvalue","name_en","River Swale","Swale"
"Q3396347","NEWvalue","name_nl","","Swale"
"Q3396347","NEWvalue","name_sv","","Swale"
"Q767793","MODvalue","name_en","Bistrița River","Bistrița"
"Q1506596","MODvalue","name_en","Vyg River","Vyg"
"Q421630","MODvalue","name_en","Aksu River","Aksu"
"Q1813407","MODvalue","name_en","Iput River","Iput"
"Q8197","MODvalue","name_en","Daugava River","Daugava"
"Q685222","MODvalue","name_en","Vedea River","Vedea"
"Q804509","MODvalue","name_en","Baksan River","Baksan"
"Q83839","NEWvalue","name_de","","Devoll"
"Q83839","NEWvalue","name_en","","Devoll"
"Q83839","NEWvalue","name_hu","","Devoll"
"Q83839","NEWvalue","name_it","","Fiume Devoli"
"Q83839","NEWvalue","name_ja","","デヴォル川"
"Q83839","NEWvalue","name_nl","","Devoll"
"Q83839","NEWvalue","name_pl","","Devoll"
"Q83839","NEWvalue","name_pt","","Rio Devoli"
"Q83839","NEWvalue","name_sv","","Lumi i Devollit"
"Q576032","NEWvalue","name_ko","","셔요 강"
"Q163384","MODvalue","name_en","Iori River","Iori"
"Q833573","MODvalue","name_en","Körös River","Körös"
"Q737240","MODvalue","name_en","Tartar river","Tartar"
"Q737240","MODvalue","name_nl","Tartar river","Tartar"
"Q16707","MODvalue","name_en","Zújar River","Zújar"
"Q857676","MODvalue","name_en","Lule River","Lule"
"Q1142038","NEWvalue","name_ko","","무샤 강"
"Q1050400","MODvalue","name_en","Ubort River","Ubort"
"Q31434","NEWvalue","name_de","","Cardener"
"Q31434","NEWvalue","name_en","","Cardener"
"Q31434","NEWvalue","name_es","","Cardener"
"Q31434","NEWvalue","name_fr","","Cardener"
"Q31434","NEWvalue","name_it","","Cardener"
"Q31434","NEWvalue","name_ja","","カルデネール川"
"Q31434","NEWvalue","name_nl","","Cardener"
"Q31434","NEWvalue","name_ru","","Карденер"
"Q31434","NEWvalue","name_zh","","卡爾德內爾河"
"Q207928","NEWvalue","name_ko","","가우야 강"
"Q14755","MODvalue","name_en","Tormes River","Tormes"
"Q176087","MODvalue","name_en","Aiviekste River","Aiviekste"
"Q176087","MODvalue","name_nl","Aiviekste River","Aiviekste"
"Q176087","NEWvalue","name_sv","","Aiviekste"
"Q737363","MODvalue","name_en","Vorotan River","Vorotan"
"Q847893","MODvalue","name_en","Voronezh River","Voronezh"
"Q690360","MODvalue","name_en","Tikhaya Sosna River","Tikhaya Sosna"
"Q192820","MODvalue","name_en","River Shannon","Shannon"
"Q209891","MODvalue","name_en","Sura River","Sura"
"Q841451","NEWvalue","name_el","","Κρεζ"
"Q1807286","MODvalue","name_en","Or River","Or"
"Q2664921","MODvalue","name_en","Pambak River","Pambak"
"Q4896922","MODvalue","name_en","Çekerek River","Çekerek"
"Q2987814","NEWvalue","name_sv","","Servatj"
"Q14684","MODvalue","name_en","Luga River","Luga"
"Q748872","NEWvalue","name_ko","","이펠 강"
"Q1351474","MODvalue","name_en","Gediz River","Gediz"
"Q1351474","MODvalue","name_nl","Gediz River","Gediz"
"Q191238","MODvalue","name_en","Seversky Donets River","Seversky Donets"
"Q845960","MODvalue","name_en","Yug River","Yug"
"Q770781","MODvalue","name_en","Sulak River","Sulak"
"Q14757","MODvalue","name_en","Pisuerga river","Pisuerga"
"Q14757","MODvalue","name_en","Pisuerga river","Pisuerga"
"Q1352569","NEWvalue","name_ko","","네무넬리스 강"
"Q1535189","MODvalue","name_en","Medveditsa River","Medveditsa"
"Q1535189","MODvalue","name_nl","Medveditsa River","Medveditsa"
"Q179751","MODvalue","name_en","Aras River","Aras"
"Q15663","MODvalue","name_en","Sorraia River","Sorraia"
"Q157042","MODvalue","name_en","Pripyat River","Pripyat"
"Q157042","MODvalue","name_it","Pryp'jat'","Pryp""jat'"
"Q157042","NEWvalue","name_ko","","프리피야티강"
"Q1111259","MODvalue","name_en","Chagan River","Chagan"
"Q202796","MODvalue","name_en","Desna River","Desna"
"Q1117401","MODvalue","name_en","Shchara River","Shchara"
"Q815250","MODvalue","name_en","Belaya River","Belaya"
"Q539053","MODvalue","name_en","Moldova River","Moldova"
"Q910975","MODvalue","name_en","Seyhan River","Seyhan"
"Q910975","MODvalue","name_nl","Seyhan River","Seyhan"
"Q530577","MODvalue","name_en","Jiu River","Jiu"
"Q1367245","MODvalue","name_en","Ros River","Ros"
"Q819448","MODvalue","name_en","Vuoksi River","Vuoksi"
"Q630136","MODvalue","name_en","Arboga River","Arboga"
"Q192495","MODvalue","name_en","Vyatka River","Vyatka"
"Q3511544","NEWvalue","name_de","","Sredni Jegorlyk"
"Q3511544","NEWvalue","name_en","","Sredny Yegorlyk"
"Q3511544","NEWvalue","name_ru","","Средний Егорлык"
"Q3511544","NEWvalue","name_zh","","中葉戈爾雷克河"
"Q814896","MODvalue","name_en","Beysug River","Beysug"
"Q581015","MODvalue","name_en","Crișul Repede River","Crișul Repede"
"Q208367","NEWvalue","name_ar","","بوسنة"
"Q1047528","MODvalue","name_en","Manych River","Manych"
"Q1047528","MODvalue","name_en","Manych River","Manych"
"Q845520","MODvalue","name_en","Kalix River","Kalix"
"Q540067","MODvalue","name_en","Oskol River","Oskol"
"Q1330818","MODvalue","name_en","Pite River","Pite"
"Q1472085","NEWvalue","name_tr","","Iijoki"
"Q37646","MODvalue","name_en","River Somme","Somme"
"Q1509577","MODvalue","name_en","Yaselda River","Yaselda"
"Q71122","MODvalue","name_en","Chir River","Chir"
"Q647052","MODvalue","name_en","Khopyor River","Khopyor"
"Q63109","NEWvalue","name_ko","","아다 강"
"Q1076875","MODvalue","name_en","Khrami River","Khrami"
"Q70970","MODvalue","name_en","Çoruh River","Çoruh"
"Q217466","MODvalue","name_en","Sakarya River","Sakarya"
"Q203923","MODvalue","name_en","Achelous River","Achelous"
"Q40855","MODvalue","name_en","Dnieper River","Dnieper"
"Q19691","MODvalue","name_en","River Bann","Bann"
"Q1548111","MODvalue","name_en","Sluch River","Sluch"
"Q845960","MODvalue","name_en","Yug River","Yug"
"Q217466","MODvalue","name_en","Sakarya River","Sakarya"
"Q12562791","MODvalue","name_en","Bystraya Sosna River","Bystraya Sosna"
"Q202598","NEWvalue","name_ko","","바흐 강"
"Q207927","MODvalue","name_en","Berezina River","Berezina"
"Q192495","MODvalue","name_en","Vyatka River","Vyatka"
"Q432399","MODvalue","name_en","Dysna River","Dysna"
"Q1303762","NEWvalue","name_pl","","Hvítá"
"Q1303762","NEWvalue","name_sv","","Hvítá"
"Q1715173","NEWvalue","name_pl","","Jökulsá á Dal"
"Q1642978","NEWvalue","name_pl","","Héraðsvötn"
"Q82812","MODvalue","name_en","Sukhona River","Sukhona"
"Q82812","MODvalue","name_en","Sukhona River","Sukhona"
"Q2557120","MODvalue","name_en","Ilovlya River","Ilovlya"
"Q2557120","MODvalue","name_nl","Ilovlya River","Ilovlya"
"Q30548","MODvalue","name_en","Hrazdan River","Hrazdan"
"Q11958206","MODvalue","name_en","River Annalee","Annalee"
"Q1329599","NEWvalue","name_tr","","Kokemäenjoki"
"Q1329599","NEWvalue","name_tr","","Kokemäenjoki"
"Q157736","NEWvalue","name_zh","","莫拉查河"
"Q121538","MODvalue","name_en","Torne River","Torne"
"Q1139404","MODvalue","name_en","Msta River","Msta"
"Q1139404","NEWvalue","name_pl","","Msta"
"Q1133858","MODvalue","name_en","Mologa River","Mologa"
"Q1047568","MODvalue","name_en","Shelon River","Shelon"
"Q1130713","MODvalue","name_en","Kem River","Kem"
"Q792016","MODvalue","name_en","Begna River","Begna"
"Q175612","MODvalue","name_en","Shosha River","Shosha"
"Q467419","MODvalue","name_en","Vetluga River","Vetluga"
"Q890526","MODvalue","name_en","Kymi River","Kymi"
"Q214748","NEWvalue","name_ko","","예타 강"
"Q1506596","MODvalue","name_en","Vyg River","Vyg"
"Q421630","MODvalue","name_en","Aksu River","Aksu"
"Q421630","MODvalue","name_en","Aksu River","Aksu"
"Q163384","MODvalue","name_en","Iori River","Iori"
"Q857676","MODvalue","name_en","Lule River","Lule"
"Q176087","MODvalue","name_en","Aiviekste River","Aiviekste"
"Q176087","MODvalue","name_nl","Aiviekste River","Aiviekste"
"Q176087","NEWvalue","name_sv","","Aiviekste"
"Q819448","MODvalue","name_en","Vuoksi River","Vuoksi"
"Q819448","MODvalue","name_en","Vuoksi River","Vuoksi"
"Q819448","MODvalue","name_en","Vuoksi River","Vuoksi"
"Q819448","MODvalue","name_en","Vuoksi River","Vuoksi"
"Q71122","MODvalue","name_en","Chir River","Chir"
"Q3778034","MODvalue","name_en","River Blackwater","Blackwater"
"Q14764","MODvalue","name_en","Esla river","Esla"
"Q11958206","MODvalue","name_en","River Annalee","Annalee"
"Q1272368","MODvalue","name_en","Vindel River","Vindel"
"Q192157","MODvalue","name_en","Belaya River","Belaya"
"Q778886","MODvalue","name_en","Vazuza River","Vazuza"
"Q1329599","NEWvalue","name_tr","","Kokemäenjoki"
"Q1329599","NEWvalue","name_tr","","Kokemäenjoki"
"Q208302","MODvalue","name_en","Siret River","Siret"
"Q1130713","MODvalue","name_en","Kem River","Kem"
"Q1261492","MODvalue","name_en","Drut River","Drut"
"Q1145293","MODvalue","name_en","Yeşilırmak River","Yeşilırmak"
"Q1145293","MODvalue","name_nl","Yeşilırmak River","Yeşilırmak"
"Q792016","MODvalue","name_en","Begna River","Begna"
"Q3560044","MODvalue","name_en","Loudias River","Loudias"
"Q2720896","MODvalue","name_en","Porsuk River","Porsuk"
"Q2720896","MODvalue","name_nl","Porsuk River","Porsuk"
"Q890526","MODvalue","name_en","Kymi River","Kymi"
"Q16663","MODvalue","name_en","Alagón River","Alagón"
"Q214748","NEWvalue","name_ko","","예타 강"
"Q16707","MODvalue","name_en","Zújar River","Zújar"
"Q14755","MODvalue","name_en","Tormes River","Tormes"
"Q14755","MODvalue","name_en","Tormes River","Tormes"
"Q847893","MODvalue","name_en","Voronezh River","Voronezh"
"Q1351474","MODvalue","name_en","Gediz River","Gediz"
"Q1351474","MODvalue","name_nl","Gediz River","Gediz"
"Q770781","MODvalue","name_en","Sulak River","Sulak"
"Q660208","NEWvalue","name_de","","Thaya"
"Q660208","NEWvalue","name_en","","Thaya"
"Q660208","NEWvalue","name_es","","Dyje"
"Q660208","NEWvalue","name_fr","","Thaya"
"Q660208","NEWvalue","name_hu","","Thaya"
"Q660208","NEWvalue","name_it","","Thaya"
"Q660208","NEWvalue","name_ja","","ターヤ川"
"Q660208","NEWvalue","name_nl","","Thaya"
"Q660208","NEWvalue","name_pl","","Dyja"
"Q660208","NEWvalue","name_ru","","Дие"
"Q660208","NEWvalue","name_sv","","Thaya"
"Q660208","NEWvalue","name_zh","","塔亞河"
"Q202796","MODvalue","name_en","Desna River","Desna"
"Q815250","MODvalue","name_en","Belaya River","Belaya"
"Q910975","MODvalue","name_en","Seyhan River","Seyhan"
"Q910975","MODvalue","name_nl","Seyhan River","Seyhan"
"Q910975","MODvalue","name_en","Seyhan River","Seyhan"
"Q910975","MODvalue","name_nl","Seyhan River","Seyhan"
"Q819448","MODvalue","name_en","Vuoksi River","Vuoksi"
"Q630136","MODvalue","name_en","Arboga River","Arboga"
"Q630136","MODvalue","name_en","Arboga River","Arboga"
"Q814896","MODvalue","name_en","Beysug River","Beysug"
"Q814896","MODvalue","name_en","Beysug River","Beysug"
"Q814896","MODvalue","name_en","Beysug River","Beysug"
"Q1047528","MODvalue","name_en","Manych River","Manych"
"Q1047528","MODvalue","name_en","Manych River","Manych"
"Q540067","MODvalue","name_en","Oskol River","Oskol"
"Q540067","MODvalue","name_en","Oskol River","Oskol"
"Q1330818","MODvalue","name_en","Pite River","Pite"
"Q1330818","MODvalue","name_en","Pite River","Pite"
"Q1330818","MODvalue","name_en","Pite River","Pite"
"Q1472085","NEWvalue","name_tr","","Iijoki"
"Q1472085","NEWvalue","name_tr","","Iijoki"
"Q1472085","NEWvalue","name_tr","","Iijoki"
"Q63109","NEWvalue","name_ko","","아다 강"
"Q1076875","MODvalue","name_en","Khrami River","Khrami"
"Q203923","MODvalue","name_en","Achelous River","Achelous"
"Q203923","MODvalue","name_en","Achelous River","Achelous"
"Q217466","MODvalue","name_en","Sakarya River","Sakarya"
"Q217466","MODvalue","name_en","Sakarya River","Sakarya"
"Q202598","NEWvalue","name_ko","","바흐 강"
