"wd_id","status","variable","value_old","value_new"
"Q4786970","DELvalue","name_es","Hadejia River",""
"Q4786970","DELvalue","name_es","Hadejia River",""
"Q4786970","DELvalue","name_es","Hadejia River",""
"Q2883844","MODvalue","name_es","Sous River","Sus"
"Q2883844","MODvalue","name_fr","Sus","Oued Souss"
"Q2883844","DELvalue","name_el","Oued Souss",""
"Q2883844","NEWvalue","name_ja","","スース川"
"Q2883844","DELvalue","name_ko","スース川",""
"Q2883844","NEWvalue","name_pl","","Wadi Sus"
"Q2883844","MODvalue","name_pt","Wadi Sus","Rio Suz"
"Q2883844","MODvalue","name_ru","Rio Suz","Сус"
"Q2883844","DELvalue","name_sv","Сус",""
"Q2883844","NEWvalue","name_vi","","Sông Sous"
"Q2883844","DELvalue","name_zh","Sông Sous",""
"Q1778840","MODvalue","name_en","Oum Er Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_es","Oum Er-Rbia River","Oum Er-Rbia"
"Q1778840","MODvalue","name_fr","Oum Er-Rbia","Oum Errabiaa"
"Q1778840","DELvalue","name_el","Oum Errabiaa",""
"Q1778840","NEWvalue","name_id","","Sungai Oum Er-Rbia"
"Q1778840","MODvalue","name_it","Sungai Oum Er-Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_ja","Oum Er-Rbia","ウムエルビア川"
"Q1778840","DELvalue","name_ko","ウムエルビア川",""
"Q1778840","NEWvalue","name_nl","","Oum Er-Rbia"
"Q1778840","DELvalue","name_pl","Oum Er-Rbia River",""
"Q1778840","NEWvalue","name_pt","","Rio Morbeia"
"Q1778840","MODvalue","name_ru","Rio Morbeia","Уэд-Умм-эр-Рбия"
"Q1778840","DELvalue","name_sv","Уэд-Умм-эр-Рбия",""
"Q1778840","MODvalue","name_en","Oum Er Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_es","Oum Er-Rbia River","Oum Er-Rbia"
"Q1778840","MODvalue","name_fr","Oum Er-Rbia","Oum Errabiaa"
"Q1778840","DELvalue","name_el","Oum Errabiaa",""
"Q1778840","NEWvalue","name_id","","Sungai Oum Er-Rbia"
"Q1778840","MODvalue","name_it","Sungai Oum Er-Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_ja","Oum Er-Rbia","ウムエルビア川"
"Q1778840","DELvalue","name_ko","ウムエルビア川",""
"Q1778840","NEWvalue","name_nl","","Oum Er-Rbia"
"Q1778840","DELvalue","name_pl","Oum Er-Rbia River",""
"Q1778840","NEWvalue","name_pt","","Rio Morbeia"
"Q1778840","MODvalue","name_ru","Rio Morbeia","Уэд-Умм-эр-Рбия"
"Q1778840","DELvalue","name_sv","Уэд-Умм-эр-Рбия",""
"Q1778840","MODvalue","name_en","Oum Er Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_es","Oum Er-Rbia River","Oum Er-Rbia"
"Q1778840","MODvalue","name_fr","Oum Er-Rbia","Oum Errabiaa"
"Q1778840","DELvalue","name_el","Oum Errabiaa",""
"Q1778840","NEWvalue","name_id","","Sungai Oum Er-Rbia"
"Q1778840","MODvalue","name_it","Sungai Oum Er-Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_ja","Oum Er-Rbia","ウムエルビア川"
"Q1778840","DELvalue","name_ko","ウムエルビア川",""
"Q1778840","NEWvalue","name_nl","","Oum Er-Rbia"
"Q1778840","DELvalue","name_pl","Oum Er-Rbia River",""
"Q1778840","NEWvalue","name_pt","","Rio Morbeia"
"Q1778840","MODvalue","name_ru","Rio Morbeia","Уэд-Умм-эр-Рбия"
"Q1778840","DELvalue","name_sv","Уэд-Умм-эр-Рбия",""
"Q1778840","MODvalue","name_en","Oum Er Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_es","Oum Er-Rbia River","Oum Er-Rbia"
"Q1778840","MODvalue","name_fr","Oum Er-Rbia","Oum Errabiaa"
"Q1778840","DELvalue","name_el","Oum Errabiaa",""
"Q1778840","NEWvalue","name_id","","Sungai Oum Er-Rbia"
"Q1778840","MODvalue","name_it","Sungai Oum Er-Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_ja","Oum Er-Rbia","ウムエルビア川"
"Q1778840","DELvalue","name_ko","ウムエルビア川",""
"Q1778840","NEWvalue","name_nl","","Oum Er-Rbia"
"Q1778840","DELvalue","name_pl","Oum Er-Rbia River",""
"Q1778840","NEWvalue","name_pt","","Rio Morbeia"
"Q1778840","MODvalue","name_ru","Rio Morbeia","Уэд-Умм-эр-Рбия"
"Q1778840","DELvalue","name_sv","Уэд-Умм-эр-Рбия",""
"Q1778840","MODvalue","name_en","Oum Er Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_es","Oum Er-Rbia River","Oum Er-Rbia"
"Q1778840","MODvalue","name_fr","Oum Er-Rbia","Oum Errabiaa"
"Q1778840","DELvalue","name_el","Oum Errabiaa",""
"Q1778840","NEWvalue","name_id","","Sungai Oum Er-Rbia"
"Q1778840","MODvalue","name_it","Sungai Oum Er-Rbia","Oum Er-Rbia"
"Q1778840","MODvalue","name_ja","Oum Er-Rbia","ウムエルビア川"
"Q1778840","DELvalue","name_ko","ウムエルビア川",""
"Q1778840","NEWvalue","name_nl","","Oum Er-Rbia"
"Q1778840","DELvalue","name_pl","Oum Er-Rbia River",""
"Q1778840","NEWvalue","name_pt","","Rio Morbeia"
"Q1778840","MODvalue","name_ru","Rio Morbeia","Уэд-Умм-эр-Рбия"
"Q1778840","DELvalue","name_sv","Уэд-Умм-эр-Рбия",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q21806680","DELvalue","name_en","San Miguel",""
"Q21806680","NEWvalue","name_sv","","Río San Miguel"
"Q21806680","DELvalue","name_tr","Río San Miguel",""
"Q939958","DELvalue","name_en","Tonle Sap",""
"Q939958","NEWvalue","name_nl","","Tonlé Sap"
"Q939958","MODvalue","name_pl","Tonlé Sap","Tonle Sap"
"Q939958","DELvalue","name_pt","Tonle Sap",""
"Q939958","NEWvalue","name_ru","","Тонлесап"
"Q939958","DELvalue","name_sv","Тонлесап",""
"Q939958","DELvalue","name_en","Tonle Sap",""
"Q939958","NEWvalue","name_nl","","Tonlé Sap"
"Q939958","MODvalue","name_pl","Tonlé Sap","Tonle Sap"
"Q939958","DELvalue","name_pt","Tonle Sap",""
"Q939958","NEWvalue","name_ru","","Тонлесап"
"Q939958","DELvalue","name_sv","Тонлесап",""
"Q939958","DELvalue","name_en","Tonle Sap",""
"Q939958","NEWvalue","name_nl","","Tonlé Sap"
"Q939958","MODvalue","name_pl","Tonlé Sap","Tonle Sap"
"Q939958","DELvalue","name_pt","Tonle Sap",""
"Q939958","NEWvalue","name_ru","","Тонлесап"
"Q939958","DELvalue","name_sv","Тонлесап",""
"Q939958","DELvalue","name_en","Tonle Sap",""
"Q939958","NEWvalue","name_nl","","Tonlé Sap"
"Q939958","MODvalue","name_pl","Tonlé Sap","Tonle Sap"
"Q939958","DELvalue","name_pt","Tonle Sap",""
"Q939958","NEWvalue","name_ru","","Тонлесап"
"Q939958","DELvalue","name_sv","Тонлесап",""
"Q3285958","DELvalue","name_es","Maningory River",""
"Q3285958","NEWvalue","name_fr","","Maningory"
"Q3285958","DELvalue","name_el","Maningory",""
"Q3285958","NEWvalue","name_nl","","Maningory"
"Q3285958","DELvalue","name_pt","Maningory",""
"Q3285958","NEWvalue","name_ru","","Манингури"
"Q3285958","DELvalue","name_sv","Манингури",""
"Q3285958","DELvalue","name_es","Maningory River",""
"Q3285958","NEWvalue","name_fr","","Maningory"
"Q3285958","DELvalue","name_el","Maningory",""
"Q3285958","NEWvalue","name_nl","","Maningory"
"Q3285958","DELvalue","name_pt","Maningory",""
"Q3285958","NEWvalue","name_ru","","Манингури"
"Q3285958","DELvalue","name_sv","Манингури",""
"Q3285958","DELvalue","name_es","Maningory River",""
"Q3285958","NEWvalue","name_fr","","Maningory"
"Q3285958","DELvalue","name_el","Maningory",""
"Q3285958","NEWvalue","name_nl","","Maningory"
"Q3285958","DELvalue","name_pt","Maningory",""
"Q3285958","NEWvalue","name_ru","","Манингури"
"Q3285958","DELvalue","name_sv","Манингури",""
"Q5299143","MODvalue","name_en","Bois","Dos Bois"
"Q5299143","DELvalue","name_es","Dos Bois River",""
"Q853332","MODvalue","name_es","Cauca River","Río Cauca"
"Q853332","DELvalue","name_el","Río Cauca",""
"Q853332","NEWvalue","name_hu","","Cauca"
"Q853332","DELvalue","name_id","Cauca",""
"Q853332","NEWvalue","name_it","","Cauca"
"Q853332","MODvalue","name_ja","Cauca","カウカ川"
"Q853332","MODvalue","name_ko","カウカ川","카우카 강"
"Q853332","MODvalue","name_nl","카우카 강","Cauca"
"Q853332","MODvalue","name_pt","Cauca","Rio Cauca"
"Q853332","MODvalue","name_ru","Rio Cauca","Каука"
"Q853332","MODvalue","name_sv","Каука","Caucafloden"
"Q853332","DELvalue","name_tr","Caucafloden",""
"Q853332","NEWvalue","name_zh","","考卡河"
"Q853332","MODvalue","name_es","Cauca River","Río Cauca"
"Q853332","DELvalue","name_el","Río Cauca",""
"Q853332","NEWvalue","name_hu","","Cauca"
"Q853332","DELvalue","name_id","Cauca",""
"Q853332","NEWvalue","name_it","","Cauca"
"Q853332","MODvalue","name_ja","Cauca","カウカ川"
"Q853332","MODvalue","name_ko","カウカ川","카우카 강"
"Q853332","MODvalue","name_nl","카우카 강","Cauca"
"Q853332","MODvalue","name_pt","Cauca","Rio Cauca"
"Q853332","MODvalue","name_ru","Rio Cauca","Каука"
"Q853332","MODvalue","name_sv","Каука","Caucafloden"
"Q853332","DELvalue","name_tr","Caucafloden",""
"Q853332","NEWvalue","name_zh","","考卡河"
"Q853332","MODvalue","name_es","Cauca River","Río Cauca"
"Q853332","DELvalue","name_el","Río Cauca",""
"Q853332","NEWvalue","name_hu","","Cauca"
"Q853332","DELvalue","name_id","Cauca",""
"Q853332","NEWvalue","name_it","","Cauca"
"Q853332","MODvalue","name_ja","Cauca","カウカ川"
"Q853332","MODvalue","name_ko","カウカ川","카우카 강"
"Q853332","MODvalue","name_nl","카우카 강","Cauca"
"Q853332","MODvalue","name_pt","Cauca","Rio Cauca"
"Q853332","MODvalue","name_ru","Rio Cauca","Каука"
"Q853332","MODvalue","name_sv","Каука","Caucafloden"
"Q853332","DELvalue","name_tr","Caucafloden",""
"Q853332","NEWvalue","name_zh","","考卡河"
"Q853332","MODvalue","name_es","Cauca River","Río Cauca"
"Q853332","DELvalue","name_el","Río Cauca",""
"Q853332","NEWvalue","name_hu","","Cauca"
"Q853332","DELvalue","name_id","Cauca",""
"Q853332","NEWvalue","name_it","","Cauca"
"Q853332","MODvalue","name_ja","Cauca","カウカ川"
"Q853332","MODvalue","name_ko","カウカ川","카우카 강"
"Q853332","MODvalue","name_nl","카우카 강","Cauca"
"Q853332","MODvalue","name_pt","Cauca","Rio Cauca"
"Q853332","MODvalue","name_ru","Rio Cauca","Каука"
"Q853332","MODvalue","name_sv","Каука","Caucafloden"
"Q853332","DELvalue","name_tr","Caucafloden",""
"Q853332","NEWvalue","name_zh","","考卡河"
"Q14290","MODvalue","name_en","Uaupés","Vaupés"
"Q14290","MODvalue","name_es","Vaupés River","Vaupés"
"Q14290","MODvalue","name_fr","Vaupés","Río Vaupés"
"Q14290","DELvalue","name_el","Río Vaupés",""
"Q14290","NEWvalue","name_it","","Rio Vaupés"
"Q14290","MODvalue","name_ja","Rio Vaupés","バウペス川"
"Q14290","MODvalue","name_ko","バウペス川","바우페스 강"
"Q14290","MODvalue","name_nl","바우페스 강","Vaupés"
"Q14290","MODvalue","name_pl","Vaupés River","Río Vaupés"
"Q14290","MODvalue","name_pt","Río Vaupés","Rio Uaupés"
"Q14290","DELvalue","name_ru","Rio Uaupés",""
"Q14290","NEWvalue","name_sv","","Río Vaupés"
"Q14290","DELvalue","name_tr","Río Vaupés",""
"Q14290","NEWvalue","name_vi","","Sông Vaupés"
"Q14290","MODvalue","name_zh","Sông Vaupés","沃佩斯河"
"Q14290","MODvalue","name_en","Uaupés","Vaupés"
"Q14290","MODvalue","name_es","Vaupés River","Vaupés"
"Q14290","MODvalue","name_fr","Vaupés","Río Vaupés"
"Q14290","DELvalue","name_el","Río Vaupés",""
"Q14290","NEWvalue","name_it","","Rio Vaupés"
"Q14290","MODvalue","name_ja","Rio Vaupés","バウペス川"
"Q14290","MODvalue","name_ko","バウペス川","바우페스 강"
"Q14290","MODvalue","name_nl","바우페스 강","Vaupés"
"Q14290","MODvalue","name_pl","Vaupés River","Río Vaupés"
"Q14290","MODvalue","name_pt","Río Vaupés","Rio Uaupés"
"Q14290","DELvalue","name_ru","Rio Uaupés",""
"Q14290","NEWvalue","name_sv","","Río Vaupés"
"Q14290","DELvalue","name_tr","Río Vaupés",""
"Q14290","NEWvalue","name_vi","","Sông Vaupés"
"Q14290","MODvalue","name_zh","Sông Vaupés","沃佩斯河"
"Q14290","MODvalue","name_en","Uaupés","Vaupés"
"Q14290","MODvalue","name_es","Vaupés River","Vaupés"
"Q14290","MODvalue","name_fr","Vaupés","Río Vaupés"
"Q14290","DELvalue","name_el","Río Vaupés",""
"Q14290","NEWvalue","name_it","","Rio Vaupés"
"Q14290","MODvalue","name_ja","Rio Vaupés","バウペス川"
"Q14290","MODvalue","name_ko","バウペス川","바우페스 강"
"Q14290","MODvalue","name_nl","바우페스 강","Vaupés"
"Q14290","MODvalue","name_pl","Vaupés River","Río Vaupés"
"Q14290","MODvalue","name_pt","Río Vaupés","Rio Uaupés"
"Q14290","DELvalue","name_ru","Rio Uaupés",""
"Q14290","NEWvalue","name_sv","","Río Vaupés"
"Q14290","DELvalue","name_tr","Río Vaupés",""
"Q14290","NEWvalue","name_vi","","Sông Vaupés"
"Q14290","MODvalue","name_zh","Sông Vaupés","沃佩斯河"
"Q14290","MODvalue","name_en","Uaupés","Vaupés"
"Q14290","MODvalue","name_es","Vaupés River","Vaupés"
"Q14290","MODvalue","name_fr","Vaupés","Río Vaupés"
"Q14290","DELvalue","name_el","Río Vaupés",""
"Q14290","NEWvalue","name_it","","Rio Vaupés"
"Q14290","MODvalue","name_ja","Rio Vaupés","バウペス川"
"Q14290","MODvalue","name_ko","バウペス川","바우페스 강"
"Q14290","MODvalue","name_nl","바우페스 강","Vaupés"
"Q14290","MODvalue","name_pl","Vaupés River","Río Vaupés"
"Q14290","MODvalue","name_pt","Río Vaupés","Rio Uaupés"
"Q14290","DELvalue","name_ru","Rio Uaupés",""
"Q14290","NEWvalue","name_sv","","Río Vaupés"
"Q14290","DELvalue","name_tr","Río Vaupés",""
"Q14290","NEWvalue","name_vi","","Sông Vaupés"
"Q14290","MODvalue","name_zh","Sông Vaupés","沃佩斯河"
"Q1436100","MODvalue","name_es","Aripuanã River","Río Aripuanã"
"Q1436100","MODvalue","name_fr","Río Aripuanã","Rio Aripuanã"
"Q1436100","DELvalue","name_el","Rio Aripuanã",""
"Q1436100","NEWvalue","name_pt","","Rio Aripuanã"
"Q1436100","DELvalue","name_ru","Rio Aripuanã",""
"Q1436100","NEWvalue","name_sv","","Rio Aripuanã"
"Q1436100","DELvalue","name_tr","Rio Aripuanã",""
"Q1436100","NEWvalue","name_zh","","阿里普阿南河"
"Q1436100","MODvalue","name_es","Aripuanã River","Río Aripuanã"
"Q1436100","MODvalue","name_fr","Río Aripuanã","Rio Aripuanã"
"Q1436100","DELvalue","name_el","Rio Aripuanã",""
"Q1436100","NEWvalue","name_pt","","Rio Aripuanã"
"Q1436100","DELvalue","name_ru","Rio Aripuanã",""
"Q1436100","NEWvalue","name_sv","","Rio Aripuanã"
"Q1436100","DELvalue","name_tr","Rio Aripuanã",""
"Q1436100","NEWvalue","name_zh","","阿里普阿南河"
"Q1436100","MODvalue","name_es","Aripuanã River","Río Aripuanã"
"Q1436100","MODvalue","name_fr","Río Aripuanã","Rio Aripuanã"
"Q1436100","DELvalue","name_el","Rio Aripuanã",""
"Q1436100","NEWvalue","name_pt","","Rio Aripuanã"
"Q1436100","DELvalue","name_ru","Rio Aripuanã",""
"Q1436100","NEWvalue","name_sv","","Rio Aripuanã"
"Q1436100","DELvalue","name_tr","Rio Aripuanã",""
"Q1436100","NEWvalue","name_zh","","阿里普阿南河"
"Q1436100","MODvalue","name_es","Aripuanã River","Río Aripuanã"
"Q1436100","MODvalue","name_fr","Río Aripuanã","Rio Aripuanã"
"Q1436100","DELvalue","name_el","Rio Aripuanã",""
"Q1436100","NEWvalue","name_pt","","Rio Aripuanã"
"Q1436100","DELvalue","name_ru","Rio Aripuanã",""
"Q1436100","NEWvalue","name_sv","","Rio Aripuanã"
"Q1436100","DELvalue","name_tr","Rio Aripuanã",""
"Q1436100","NEWvalue","name_zh","","阿里普阿南河"
"Q745263","MODvalue","name_es","Teles Pires","Río Teles Pires"
"Q745263","MODvalue","name_fr","Río Teles Pires","Rio São Manuel"
"Q745263","DELvalue","name_el","Rio São Manuel",""
"Q745263","NEWvalue","name_it","","Teles Pires"
"Q745263","MODvalue","name_ja","Teles Pires","テレスピレス川"
"Q745263","DELvalue","name_ko","テレスピレス川",""
"Q745263","NEWvalue","name_nl","","Teles Pires"
"Q745263","DELvalue","name_pl","Teles Pires",""
"Q745263","NEWvalue","name_pt","","Rio São Manuel"
"Q745263","MODvalue","name_ru","Rio São Manuel","Телис-Пирис"
"Q745263","DELvalue","name_sv","Телис-Пирис",""
"Q745263","NEWvalue","name_vi","","Teles Pires"
"Q745263","MODvalue","name_zh","Teles Pires","特利斯皮里斯河"
"Q745263","MODvalue","name_es","Teles Pires","Río Teles Pires"
"Q745263","MODvalue","name_fr","Río Teles Pires","Rio São Manuel"
"Q745263","DELvalue","name_el","Rio São Manuel",""
"Q745263","NEWvalue","name_it","","Teles Pires"
"Q745263","MODvalue","name_ja","Teles Pires","テレスピレス川"
"Q745263","DELvalue","name_ko","テレスピレス川",""
"Q745263","NEWvalue","name_nl","","Teles Pires"
"Q745263","DELvalue","name_pl","Teles Pires",""
"Q745263","NEWvalue","name_pt","","Rio São Manuel"
"Q745263","MODvalue","name_ru","Rio São Manuel","Телис-Пирис"
"Q745263","DELvalue","name_sv","Телис-Пирис",""
"Q745263","NEWvalue","name_vi","","Teles Pires"
"Q745263","MODvalue","name_zh","Teles Pires","特利斯皮里斯河"
"Q7885257","MODvalue","name_es","Unini River","Río Unini"
"Q7885257","DELvalue","name_fr","Río Unini",""
"Q7885257","NEWvalue","name_zh","","卡拉比納尼河"
"Q7885257","MODvalue","name_es","Unini River","Río Unini"
"Q7885257","DELvalue","name_fr","Río Unini",""
"Q7885257","NEWvalue","name_zh","","卡拉比納尼河"
"Q7885257","MODvalue","name_es","Unini River","Río Unini"
"Q7885257","DELvalue","name_fr","Río Unini",""
"Q7885257","NEWvalue","name_zh","","卡拉比納尼河"
"Q4699515","DELvalue","name_es","Ajajú River",""
"Q4699515","NEWvalue","name_pl","","Ajajú"
"Q4699515","DELvalue","name_pt","Ajajú",""
"Q4699515","NEWvalue","name_sv","","Río Ajajú"
"Q4699515","DELvalue","name_tr","Río Ajajú",""
"Q4699515","DELvalue","name_es","Ajajú River",""
"Q4699515","NEWvalue","name_pl","","Ajajú"
"Q4699515","DELvalue","name_pt","Ajajú",""
"Q4699515","NEWvalue","name_sv","","Río Ajajú"
"Q4699515","DELvalue","name_tr","Río Ajajú",""
"Q4699515","DELvalue","name_es","Ajajú River",""
"Q4699515","NEWvalue","name_pl","","Ajajú"
"Q4699515","DELvalue","name_pt","Ajajú",""
"Q4699515","NEWvalue","name_sv","","Río Ajajú"
"Q4699515","DELvalue","name_tr","Río Ajajú",""
"Q4699515","DELvalue","name_es","Ajajú River",""
"Q4699515","NEWvalue","name_pl","","Ajajú"
"Q4699515","DELvalue","name_pt","Ajajú",""
"Q4699515","NEWvalue","name_sv","","Río Ajajú"
"Q4699515","DELvalue","name_tr","Río Ajajú",""
"Q2981909","MODvalue","name_en","Jutaí","Jutai"
"Q2981909","MODvalue","name_es","Jutai River","Río Jutaí"
"Q2981909","DELvalue","name_fr","Río Jutaí",""
"Q2981909","NEWvalue","name_pt","","Rio Jutaí"
"Q2981909","MODvalue","name_ru","Rio Jutaí","Жутаи"
"Q2981909","DELvalue","name_sv","Жутаи",""
"Q2981909","MODvalue","name_en","Jutaí","Jutai"
"Q2981909","MODvalue","name_es","Jutai River","Río Jutaí"
"Q2981909","DELvalue","name_fr","Río Jutaí",""
"Q2981909","NEWvalue","name_pt","","Rio Jutaí"
"Q2981909","MODvalue","name_ru","Rio Jutaí","Жутаи"
"Q2981909","DELvalue","name_sv","Жутаи",""
"Q2981909","MODvalue","name_en","Jutaí","Jutai"
"Q2981909","MODvalue","name_es","Jutai River","Río Jutaí"
"Q2981909","DELvalue","name_fr","Río Jutaí",""
"Q2981909","NEWvalue","name_pt","","Rio Jutaí"
"Q2981909","MODvalue","name_ru","Rio Jutaí","Жутаи"
"Q2981909","DELvalue","name_sv","Жутаи",""
"Q1288341","MODvalue","name_es","Miranda River","Río Miranda"
"Q1288341","MODvalue","name_fr","Río Miranda","Rio Miranda"
"Q1288341","DELvalue","name_el","Rio Miranda",""
"Q1288341","NEWvalue","name_pt","","Rio Miranda"
"Q1288341","DELvalue","name_ru","Rio Miranda",""
"Q1288341","NEWvalue","name_sv","","Rio Miranda"
"Q1288341","DELvalue","name_tr","Rio Miranda",""
"Q1288341","MODvalue","name_es","Miranda River","Río Miranda"
"Q1288341","MODvalue","name_fr","Río Miranda","Rio Miranda"
"Q1288341","DELvalue","name_el","Rio Miranda",""
"Q1288341","NEWvalue","name_pt","","Rio Miranda"
"Q1288341","DELvalue","name_ru","Rio Miranda",""
"Q1288341","NEWvalue","name_sv","","Rio Miranda"
"Q1288341","DELvalue","name_tr","Rio Miranda",""
"Q1288341","MODvalue","name_es","Miranda River","Río Miranda"
"Q1288341","MODvalue","name_fr","Río Miranda","Rio Miranda"
"Q1288341","DELvalue","name_el","Rio Miranda",""
"Q1288341","NEWvalue","name_pt","","Rio Miranda"
"Q1288341","DELvalue","name_ru","Rio Miranda",""
"Q1288341","NEWvalue","name_sv","","Rio Miranda"
"Q1288341","DELvalue","name_tr","Rio Miranda",""
"Q21791781","DELvalue","name_en","Verde",""
"Q21791781","NEWvalue","name_sv","","Río Verde"
"Q21791781","DELvalue","name_tr","Río Verde",""
"Q21791781","DELvalue","name_en","Verde",""
"Q21791781","NEWvalue","name_sv","","Río Verde"
"Q21791781","DELvalue","name_tr","Río Verde",""
"Q21791781","DELvalue","name_en","Verde",""
"Q21791781","NEWvalue","name_sv","","Río Verde"
"Q21791781","DELvalue","name_tr","Río Verde",""
"Q1183037","MODvalue","name_es","Taquari River","Río Taquari"
"Q1183037","MODvalue","name_fr","Río Taquari","Rio Taquari"
"Q1183037","DELvalue","name_el","Rio Taquari",""
"Q1183037","NEWvalue","name_pt","","Rio Taquari"
"Q1183037","DELvalue","name_ru","Rio Taquari",""
"Q1183037","MODvalue","name_es","Taquari River","Río Taquari"
"Q1183037","MODvalue","name_fr","Río Taquari","Rio Taquari"
"Q1183037","DELvalue","name_el","Rio Taquari",""
"Q1183037","NEWvalue","name_pt","","Rio Taquari"
"Q1183037","DELvalue","name_ru","Rio Taquari",""
"Q1183037","MODvalue","name_es","Taquari River","Río Taquari"
"Q1183037","MODvalue","name_fr","Río Taquari","Rio Taquari"
"Q1183037","DELvalue","name_el","Rio Taquari",""
"Q1183037","NEWvalue","name_pt","","Rio Taquari"
"Q1183037","DELvalue","name_ru","Rio Taquari",""
"Q21791781","DELvalue","name_en","Verde",""
"Q21791781","NEWvalue","name_sv","","Río Verde"
"Q21791781","DELvalue","name_tr","Río Verde",""
"Q21791781","DELvalue","name_en","Verde",""
"Q21791781","NEWvalue","name_sv","","Río Verde"
"Q21791781","DELvalue","name_tr","Río Verde",""
